timestamp,timeIntervalSince1970,latitude,longitude,altitude,horizontalAccuracy,verticalAccuracy,speed,course
"2020-06-16 18:06:13.999 +0000",1592330773.998973,42.110450,-75.954518,262.503384,5.000000,6.000000,0.000000,342.070312
"2020-06-16 18:06:19.999 +0000",1592330779.998910,42.110450,-75.954518,262.533657,5.000000,6.000000,0.000000,342.070312
"2020-06-16 18:06:27.999 +0000",1592330787.998910,42.110450,-75.954518,262.533657,5.000000,6.000000,0.000000,342.070312
"2020-06-16 18:06:45.971 +0000",1592330805.970533,42.110701,-75.955068,262.533752,65.000000,17.501778,-1.000000,-1.000000
"2020-06-16 18:06:47.599 +0000",1592330807.598622,42.110711,-75.954536,280.054653,10.000000,16.000000,0.650000,17.578125
"2020-06-16 18:06:49.038 +0000",1592330809.037612,42.110717,-75.954544,279.862881,10.000000,16.000000,0.650000,17.578125
"2020-06-16 18:06:50.000 +0000",1592330809.999602,42.110710,-75.954449,274.517056,10.000000,12.000000,0.650000,17.578125
"2020-06-16 18:06:50.999 +0000",1592330810.998591,42.110479,-75.954554,262.384731,5.000000,8.000000,0.650000,1.054688
"2020-06-16 18:06:51.999 +0000",1592330811.998580,42.110512,-75.954544,264.444485,5.000000,6.000000,1.680000,355.429688
"2020-06-16 18:06:52.999 +0000",1592330812.998571,42.110544,-75.954537,264.010952,5.000000,6.000000,1.780000,357.890625
"2020-06-16 18:06:53.999 +0000",1592330813.998560,42.110576,-75.954536,263.954556,5.000000,6.000000,1.780000,357.539062
"2020-06-16 18:06:54.999 +0000",1592330814.998550,42.110609,-75.954534,264.936062,5.000000,6.000000,1.880000,357.890625
"2020-06-16 18:06:55.999 +0000",1592330815.998540,42.110642,-75.954533,265.590847,5.000000,6.000000,2.190000,358.945312
"2020-06-16 18:06:56.999 +0000",1592330816.998530,42.110679,-75.954535,265.926113,5.000000,4.000000,2.590000,358.593750
"2020-06-16 18:06:57.999 +0000",1592330817.998520,42.110715,-75.954537,266.508877,5.000000,4.000000,2.670000,355.429688
"2020-06-16 18:06:58.999 +0000",1592330818.998509,42.110751,-75.954540,266.344814,5.000000,4.000000,2.670000,356.484375
"2020-06-16 18:06:59.998 +0000",1592330819.998499,42.110785,-75.954544,266.671597,5.000000,4.000000,2.670000,358.945312
"2020-06-16 18:07:00.998 +0000",1592330820.998489,42.110817,-75.954545,267.070766,5.000000,4.000000,2.660000,0.000000
"2020-06-16 18:07:01.998 +0000",1592330821.998479,42.110848,-75.954548,267.251919,5.000000,4.000000,2.590000,353.320312
"2020-06-16 18:07:02.998 +0000",1592330822.998467,42.110877,-75.954553,267.412930,5.000000,4.000000,2.590000,350.859375
"2020-06-16 18:07:03.998 +0000",1592330823.998458,42.110905,-75.954557,267.199001,5.000000,4.000000,2.590000,355.078125
"2020-06-16 18:07:04.998 +0000",1592330824.998447,42.110933,-75.954562,267.442104,5.000000,4.000000,2.580000,355.429688
"2020-06-16 18:07:05.998 +0000",1592330825.998437,42.110962,-75.954564,267.679897,5.000000,4.000000,2.580000,357.539062
"2020-06-16 18:07:06.998 +0000",1592330826.998427,42.110991,-75.954564,268.108608,5.000000,4.000000,2.540000,0.351562
"2020-06-16 18:07:07.998 +0000",1592330827.998416,42.111019,-75.954565,268.013271,5.000000,4.000000,2.660000,359.648438
"2020-06-16 18:07:08.998 +0000",1592330828.998406,42.111047,-75.954564,268.181118,5.000000,4.000000,2.590000,357.539062
"2020-06-16 18:07:09.998 +0000",1592330829.998397,42.111073,-75.954566,268.191250,5.000000,3.000000,2.590000,351.210938
"2020-06-16 18:07:10.998 +0000",1592330830.998385,42.111100,-75.954569,267.023952,5.000000,4.000000,2.590000,356.835938
"2020-06-16 18:07:11.998 +0000",1592330831.998376,42.111128,-75.954572,266.961452,5.000000,4.000000,2.610000,356.835938
"2020-06-16 18:07:12.998 +0000",1592330832.998366,42.111154,-75.954574,266.932888,5.000000,4.000000,2.610000,356.835938
"2020-06-16 18:07:13.998 +0000",1592330833.998356,42.111183,-75.954576,265.773037,5.000000,4.000000,2.610000,356.484375
"2020-06-16 18:07:14.998 +0000",1592330834.998345,42.111212,-75.954578,265.622463,5.000000,4.000000,2.850000,356.132812
"2020-06-16 18:07:15.998 +0000",1592330835.998335,42.111238,-75.954582,264.961697,5.000000,4.000000,2.850000,359.648438
"2020-06-16 18:07:16.998 +0000",1592330836.998324,42.111262,-75.954586,264.385525,5.000000,4.000000,2.460000,351.914062
"2020-06-16 18:07:17.998 +0000",1592330837.998314,42.111286,-75.954590,264.342800,5.000000,4.000000,2.530000,355.781250
"2020-06-16 18:07:18.998 +0000",1592330838.998304,42.111307,-75.954594,264.637112,5.000000,4.000000,2.460000,354.023438
"2020-06-16 18:07:19.998 +0000",1592330839.998293,42.111325,-75.954599,264.623623,5.000000,4.000000,2.420000,354.726562
"2020-06-16 18:07:20.998 +0000",1592330840.998284,42.111338,-75.954603,264.660305,5.000000,4.000000,1.670000,358.945312
"2020-06-16 18:07:21.998 +0000",1592330841.998273,42.111347,-75.954608,265.142178,5.000000,4.000000,0.670000,358.945312
"2020-06-16 18:07:27.998 +0000",1592330847.998211,42.111382,-75.954637,265.061794,5.000000,4.000000,1.320000,354.023438
"2020-06-16 18:07:35.998 +0000",1592330855.998211,42.111382,-75.954637,265.061794,5.000000,4.000000,1.320000,354.023438
"2020-06-16 18:07:42.603 +0000",1592330862.602997,42.111410,-75.954461,265.061798,65.000000,12.461028,-1.000000,-1.000000
"2020-06-16 18:07:43.602 +0000",1592330863.602046,42.111470,-75.954605,267.139370,10.000000,16.000000,0.930000,302.695312
"2020-06-16 18:07:45.036 +0000",1592330865.036037,42.111477,-75.954619,268.763882,10.000000,16.000000,0.930000,-1.000000
"2020-06-16 18:07:45.999 +0000",1592330865.999026,42.111556,-75.954619,269.230679,5.000000,12.000000,0.930000,346.992188
"2020-06-16 18:07:46.998 +0000",1592330866.998015,42.111556,-75.954630,262.195705,5.000000,8.000000,1.540000,356.484375
"2020-06-16 18:07:47.998 +0000",1592330867.998006,42.111585,-75.954652,262.676235,5.000000,8.000000,2.080000,2.109375
"2020-06-16 18:07:48.998 +0000",1592330868.997995,42.111608,-75.954657,262.622341,5.000000,6.000000,2.320000,1.406250
"2020-06-16 18:07:49.998 +0000",1592330869.997985,42.111632,-75.954659,261.781338,5.000000,6.000000,2.320000,1.406250
"2020-06-16 18:07:50.998 +0000",1592330870.997975,42.111655,-75.954660,261.919827,5.000000,6.000000,2.390000,5.273438
"2020-06-16 18:07:51.998 +0000",1592330871.997965,42.111678,-75.954657,262.475918,5.000000,6.000000,2.390000,11.953125
"2020-06-16 18:07:52.998 +0000",1592330872.997954,42.111699,-75.954652,262.588345,5.000000,6.000000,2.260000,15.820312
"2020-06-16 18:07:53.998 +0000",1592330873.997943,42.111718,-75.954646,262.727566,5.000000,6.000000,2.260000,3.164062
"2020-06-16 18:07:54.998 +0000",1592330874.997934,42.111737,-75.954642,263.108913,5.000000,4.000000,2.140000,353.671875
"2020-06-16 18:07:55.998 +0000",1592330875.997924,42.111757,-75.954641,263.099575,5.000000,4.000000,2.140000,354.726562
"2020-06-16 18:07:56.998 +0000",1592330876.997913,42.111778,-75.954641,262.953579,5.000000,4.000000,2.170000,1.054688
"2020-06-16 18:07:57.998 +0000",1592330877.997903,42.111798,-75.954640,262.890774,5.000000,4.000000,2.170000,2.109375
"2020-06-16 18:07:58.998 +0000",1592330878.997893,42.111818,-75.954639,262.856289,5.000000,4.000000,2.170000,358.242188
"2020-06-16 18:07:59.998 +0000",1592330879.997882,42.111836,-75.954637,263.172390,5.000000,4.000000,2.140000,358.242188
"2020-06-16 18:08:00.998 +0000",1592330880.997873,42.111849,-75.954637,263.079907,5.000000,3.000000,1.950000,354.375000
"2020-06-16 18:08:07.000 +0000",1592330886.999659,42.111877,-75.954595,262.883922,5.000000,3.000000,1.340000,73.476562
"2020-06-16 18:08:15.000 +0000",1592330894.999659,42.111877,-75.954595,262.883922,5.000000,3.000000,1.340000,73.476562
"2020-06-16 18:08:17.784 +0000",1592330897.783849,42.111393,-75.954919,262.883942,74.523575,10.168579,-1.000000,-1.000000
"2020-06-16 18:08:18.596 +0000",1592330898.595745,42.111762,-75.954600,268.877163,10.000000,24.000000,0.710000,86.484375
"2020-06-16 18:08:20.038 +0000",1592330900.037747,42.111754,-75.954606,268.351040,10.000000,24.000000,0.710000,86.484375
"2020-06-16 18:08:21.000 +0000",1592330900.999865,42.111887,-75.954543,274.595791,10.000000,24.000000,0.160000,86.484375
"2020-06-16 18:08:22.000 +0000",1592330901.999870,42.111790,-75.954489,264.396694,5.000000,6.000000,0.710000,174.375000
"2020-06-16 18:08:23.000 +0000",1592330902.999872,42.111791,-75.954484,267.683681,5.000000,6.000000,1.970000,171.914062
"2020-06-16 18:08:24.000 +0000",1592330903.999880,42.111776,-75.954477,267.639248,5.000000,6.000000,2.230000,175.781250
"2020-06-16 18:08:25.000 +0000",1592330904.999971,42.111760,-75.954471,267.190151,5.000000,6.000000,2.230000,177.187500
"2020-06-16 18:08:26.000 +0000",1592330905.999900,42.111739,-75.954466,266.883816,5.000000,6.000000,2.670000,174.023438
"2020-06-16 18:08:27.000 +0000",1592330906.999906,42.111716,-75.954463,266.373135,5.000000,6.000000,2.720000,174.023438
"2020-06-16 18:08:28.000 +0000",1592330907.999916,42.111694,-75.954460,266.858669,5.000000,6.000000,2.800000,176.484375
"2020-06-16 18:08:29.000 +0000",1592330908.999927,42.111671,-75.954456,266.915615,5.000000,6.000000,2.800000,174.726562
"2020-06-16 18:08:30.000 +0000",1592330909.999937,42.111648,-75.954453,266.824306,5.000000,6.000000,2.800000,178.242188
"2020-06-16 18:08:31.000 +0000",1592330910.999936,42.111624,-75.954450,265.891079,5.000000,6.000000,2.790000,178.242188
"2020-06-16 18:08:32.000 +0000",1592330911.999938,42.111599,-75.954447,266.325832,5.000000,4.000000,2.790000,177.187500
"2020-06-16 18:08:33.000 +0000",1592330912.999938,42.111575,-75.954445,267.393703,5.000000,4.000000,2.780000,176.835938
"2020-06-16 18:08:34.000 +0000",1592330913.999938,42.111549,-75.954443,267.097866,5.000000,4.000000,2.720000,177.890625
"2020-06-16 18:08:35.000 +0000",1592330914.999938,42.111527,-75.954441,267.437405,5.000000,4.000000,2.090000,178.242188
"2020-06-16 18:08:36.000 +0000",1592330915.999936,42.111512,-75.954439,266.806301,5.000000,4.000000,2.090000,177.539062
"2020-06-16 18:08:42.000 +0000",1592330922.000008,42.111453,-75.954440,265.796108,5.000000,4.000000,1.510000,183.515625
"2020-06-16 18:08:50.000 +0000",1592330930.000008,42.111453,-75.954440,265.796108,5.000000,4.000000,1.510000,183.515625
"2020-06-16 18:08:51.154 +0000",1592330931.154167,42.111173,-75.955207,265.796112,65.000000,11.011544,-1.000000,-1.000000
"2020-06-16 18:08:52.391 +0000",1592330932.390925,42.111262,-75.954494,264.260891,10.000000,16.000000,1.380000,200.390625
"2020-06-16 18:08:53.000 +0000",1592330932.999924,42.111243,-75.954518,262.593044,10.000000,12.000000,1.380000,207.773438
"2020-06-16 18:08:54.000 +0000",1592330934.000014,42.111229,-75.954539,262.669521,10.000000,12.000000,1.380000,197.226562
"2020-06-16 18:08:55.000 +0000",1592330935.000015,42.111219,-75.954551,261.770290,10.000000,12.000000,1.430000,192.304688
"2020-06-16 18:08:56.000 +0000",1592330936.000014,42.111208,-75.954555,262.636074,10.000000,12.000000,1.630000,183.867188
"2020-06-16 18:08:57.000 +0000",1592330937.000015,42.111194,-75.954551,261.096035,10.000000,12.000000,2.360000,179.296875
"2020-06-16 18:08:58.000 +0000",1592330938.000019,42.111184,-75.954531,260.587002,5.000000,8.000000,2.630000,174.023438
"2020-06-16 18:08:59.000 +0000",1592330939.000020,42.111170,-75.954511,259.229946,5.000000,8.000000,2.630000,176.132812
"2020-06-16 18:09:00.000 +0000",1592330940.000016,42.111156,-75.954493,262.087124,5.000000,8.000000,2.630000,177.187500
"2020-06-16 18:09:01.000 +0000",1592330941.000010,42.111139,-75.954481,264.069790,5.000000,8.000000,2.690000,174.375000
"2020-06-16 18:09:02.000 +0000",1592330942.000013,42.111118,-75.954470,264.302090,5.000000,8.000000,2.780000,175.078125
"2020-06-16 18:09:03.000 +0000",1592330943.000016,42.111099,-75.954461,264.176723,5.000000,8.000000,2.780000,175.429688
"2020-06-16 18:09:04.000 +0000",1592330944.000017,42.111081,-75.954452,264.721889,5.000000,8.000000,2.670000,178.242188
"2020-06-16 18:09:05.000 +0000",1592330945.000011,42.111062,-75.954445,264.309658,5.000000,8.000000,2.630000,177.539062
"2020-06-16 18:09:06.000 +0000",1592330946.000005,42.111040,-75.954440,264.722012,5.000000,8.000000,2.630000,177.187500
"2020-06-16 18:09:07.000 +0000",1592330947.000000,42.111020,-75.954435,265.206448,5.000000,6.000000,2.610000,175.781250
"2020-06-16 18:09:08.000 +0000",1592330947.999993,42.111000,-75.954431,265.822353,5.000000,6.000000,2.610000,181.054688
